Name_Ext_Mtd,Con_LOC,CON_LOCAL,CON_LITERAL,CON_INVOCATION,CON_IF,CON_CONDITIONAL,CON_SWITCH,CON_VAR_ACC,CON_TYPE_ACC,CON_FIELD_ACC,CON_ASSERT,CON_ASSIGN,CON_TYPED_ELE,CON_PACKAGE,LOC_Extracted_Method,Num_local,Num_Literal,Num_Invocation,Num_If,Num_Conditional,Num_Switch,Num_Var_Ac,Num_Type_Ac,Num_Field_Ac,Num_Assign,Num_Typed_Ele,Num_Package,ratio_LOC,Ratio_Variable_Access,Ratio_Variable_Access2,VarAc_Cohesion,VarAc_Cohesion2,Ratio_Field_Access,Ratio_Field_Access2,Field_Cohesion,Field_Cohesion2,Ratio_Invocation,Invocation_Cohesion,Ratio_Type_Access,Ratio_Type_Access2,TypeAc_Cohesion,TypeAc_Cohesion2,Ratio_Typed_Ele,TypedEle_Cohesion,Ratio_Package,Ratio_Package2,Package_Cohesion,Package_Cohesion2
newSha256Digest,5,3,0,4,0,0,0,8,1,1,0,0,21,13,6,0,1,1,0,0,0,1,1,0,0,6,11,0.5454545454545454,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0
updatedChannel,20,1,0,11,1,0,0,13,6,4,0,1,37,68,3,0,1,3,0,0,0,3,3,2,0,12,19,0.13636363636363635,0.5,0.2,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.42857142857142855,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
getSchemaProperties,66,15,1,77,9,0,0,91,10,4,0,1,249,528,6,1,1,2,1,0,0,6,0,1,0,13,36,0.08823529411764706,1.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.4444444444444444,0.3333333333333333,0.3333333333333333
runTest,55,3,1,33,0,0,0,112,115,98,0,29,370,378,43,4,1,38,6,0,0,63,36,19,11,206,279,0.06991869918699187,1.0,0.08333333333333333,0.16666666666666666,0.1,0.08333333333333333,0.0,0.1,0.0,1.0,0.03333333333333333,0.6666666666666666,0.0782122905027933,0.06666666666666667,0.4666666666666667,1.0,0.16666666666666666,0.08333333333333333,0.07476635514018691,0.1,0.26666666666666666
setSessionOption,1,0,1,2,0,0,0,3,3,0,0,0,12,28,9,2,1,5,0,0,0,6,3,0,0,20,45,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pause,8,3,0,4,1,0,0,9,4,1,0,2,31,17,10,0,1,4,1,0,0,4,2,0,0,14,19,0.6666666666666666,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.7894736842105263,0.5,0.5
createNewWrapperCurrent,0,0,0,1,0,0,0,1,2,1,0,0,4,7,9,1,1,1,0,0,0,8,4,5,1,23,31,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8,0.0,1.0,0.0,1.0,1.0,1.0,0.9565217391304348,1.0,1.0
getAndroidIdViaReflection,7,1,0,2,2,0,0,7,2,0,0,2,19,33,33,7,1,13,6,0,0,25,15,5,2,97,141,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,1.8571428571428572,1.0,1.0,1.0,0.5,0.5
getHTTPGetAction,25,7,1,12,5,0,0,28,5,0,0,0,68,113,15,5,1,9,2,0,0,17,3,0,1,43,96,0.5555555555555556,1.0,0.6,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,0.7575757575757576,0.16666666666666666,0.8333333333333334
updatePaymentAndTransactionIfNeeded,23,8,0,27,0,0,0,36,5,5,0,2,88,168,32,9,1,37,1,5,1,63,4,14,3,142,348,0.64,1.0,0.8181818181818182,0.35714285714285715,0.35714285714285715,1.0,1.0,0.14285714285714285,0.14285714285714285,1.3333333333333333,0.2857142857142857,1.0,0.0,0.2857142857142857,0.0,1.3333333333333333,0.2857142857142857,1.0476190476190477,1.0,0.5,0.8571428571428571
output,0,0,0,1,0,0,0,1,1,0,0,0,4,10,14,2,1,11,3,0,0,9,3,2,1,35,47,1.2727272727272727,1.0,0.0,0.5,0.0,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.5,1.125,0.0,1.0,0.0
terminate,5,0,0,5,0,0,0,6,5,4,0,1,21,27,8,0,0,3,0,0,0,5,2,2,0,17,31,0.6153846153846154,1.0,0.5,1.0,1.0,0.4,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.6956521739130435,0.4583333333333333,1.0,1.0
createUser,18,5,1,15,1,0,0,17,3,2,0,3,60,93,2,0,0,2,0,0,0,1,1,0,0,4,9,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
prepareWorkItemWithTaskVariables,13,5,1,28,0,0,0,23,13,7,0,0,99,145,9,1,1,6,0,0,0,8,0,0,0,25,45,0.34615384615384615,1.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.875,1.0,0.0,1.0,0.0
testTaskWithExpectedDescription,13,5,1,28,0,0,0,23,13,7,0,0,99,145,7,0,1,18,0,0,0,8,7,0,0,38,63,0.2692307692307692,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.6,0.16666666666666666,1.0,1.0,0.16666666666666666,0.6,0.0,1.0,0.0
isUpdate,12,4,0,17,2,1,0,16,17,9,0,0,62,116,2,0,1,3,0,0,0,2,3,2,0,14,14,0.13333333333333333,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,1.0,0.3125,0.16666666666666666,1.0,1.0
fileSelection,27,6,1,17,2,0,0,24,13,9,0,4,84,102,12,3,1,7,1,0,0,14,5,5,1,37,51,0.5217391304347826,2.0,1.0,0.2222222222222222,0.1111111111111111,1.0,0.0,0.1111111111111111,0.0,1.0,0.1111111111111111,1.0,0.0,0.3333333333333333,0.0,2.0,0.2222222222222222,1.25,0.0,0.4444444444444444,0.0
fieldInitializer,10,1,1,12,3,0,0,14,5,3,0,1,45,82,47,7,1,52,12,6,0,54,35,5,1,208,382,2.611111111111111,3.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.5,1.8571428571428572,0.0,1.0,0.0,3.0,0.5,8.5,1.0,0.5,1.0
isExtensionIn,0,0,0,1,0,0,0,2,2,1,0,0,5,13,6,1,1,4,1,1,0,6,3,1,0,19,40,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.8333333333333334,0.0,0.6666666666666666,0.0
loadGoogleModel,0,0,0,1,0,0,0,3,2,1,0,0,6,14,2,0,0,2,0,1,0,4,2,0,0,9,24,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.2,1.0,1.0,1.0
isOrdered,0,0,0,1,0,0,0,1,1,0,0,0,3,8,10,0,1,5,1,0,0,6,3,0,0,24,30,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
isOrdered,0,0,0,1,0,0,0,0,1,0,0,0,2,3,2,0,0,2,0,0,0,0,2,0,0,5,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
getOperatorFunctionModifier,7,2,0,11,1,0,0,18,4,4,0,1,40,82,10,1,1,4,2,0,0,5,4,0,0,23,33,0.5555555555555556,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.6666666666666666,0.25,0.5,1.0,0.5,0.5,0.37037037037037035,0.25,0.75
migration,4,1,0,4,1,0,0,7,3,1,0,0,18,35,90,17,1,77,14,0,0,89,10,5,4,247,465,1.5517241379310345,3.25,1.0,0.125,0.125,1.0,0.0,0.125,0.0,2.0,0.125,1.2,0.0,0.25,0.0,3.25,0.125,2.9285714285714284,0.0,0.25,0.0
getErrorMessage,21,6,1,17,4,0,0,24,11,0,0,0,72,129,6,1,1,2,1,0,0,5,0,0,1,13,26,0.20689655172413793,0.75,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2857142857142857,0.2807017543859649,0.6666666666666666,1.0
sdkInitialize,0,0,0,1,0,0,0,1,1,0,0,0,4,8,32,1,1,21,4,0,0,18,22,9,3,84,132,1.2307692307692308,2.0,0.0,0.15384615384615385,0.0,2.0,0.0,0.15384615384615385,0.0,1.0,0.07692307692307693,1.0,0.0,0.6153846153846154,0.0,2.0,0.15384615384615385,1.0,0.0,0.46153846153846156,0.0
getError,21,6,1,17,4,0,0,24,11,0,0,0,72,129,6,1,1,2,1,0,0,5,0,0,1,13,26,0.20689655172413793,0.5,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2857142857142857,0.2807017543859649,0.6666666666666666,1.0
craftIntent,2,1,1,2,0,0,0,4,2,0,0,0,11,29,13,4,1,9,0,0,0,17,6,3,1,53,80,1.0,1.0,1.0,0.5555555555555556,0.2222222222222222,1.0,0.0,0.2222222222222222,0.0,1.0,0.1111111111111111,1.0,0.0,0.2222222222222222,0.0,1.0,0.5555555555555556,1.1666666666666667,1.0,0.4444444444444444,0.6666666666666666
getUTXOs,0,0,0,1,0,0,0,1,1,0,0,0,4,16,20,2,1,6,3,0,0,15,11,9,1,53,98,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0
getCandidateDirInTier,18,5,0,15,4,1,0,30,7,3,0,3,70,130,10,3,1,3,1,0,0,9,0,0,2,21,23,0.35714285714285715,0.5,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.1,0.0,0.5,0.0
initializeGeneralGlobals,4,0,1,6,1,0,0,1,3,1,0,0,11,19,38,0,1,39,0,0,0,74,74,74,0,263,411,1.4074074074074074,2.0,1.0,0.05405405405405406,1.0,2.0,1.0,0.05405405405405406,1.0,2.0,0.05405405405405406,1.4444444444444444,0.0,1.0,0.0,2.0,0.05405405405405406,1.4578313253012047,0.0,1.0,0.0
initializeNashornGlobals,4,0,1,6,1,0,0,1,3,1,0,0,11,19,12,0,1,14,1,0,0,11,10,10,0,131,157,0.4444444444444444,2.0,0.15384615384615385,0.5,0.5,2.0,0.15384615384615385,0.5,0.5,2.0,0.5,0.37037037037037035,0.0,1.0,0.0,2.0,0.5,1.0388349514563107,0.3614457831325301,1.0,1.0
fillUpOverflow,50,4,0,8,12,1,0,78,43,37,0,14,233,155,10,1,1,1,1,0,0,13,9,11,2,40,29,0.07042253521126761,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,0.06382978723404255,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.06553398058252427,1.0,1.0
launchTask,0,0,0,2,0,0,0,5,2,0,0,0,9,40,5,1,0,4,0,0,0,10,4,1,0,22,64,1.0,1.0,1.0,0.75,0.25,1.0,0.0,0.25,0.0,1.0,0.25,1.0,0.0,0.75,0.0,1.0,0.75,1.0,0.0,0.25,0.0
printNotifyInsert,345,91,1,372,47,0,0,459,108,145,0,12,1447,2284,39,9,1,27,8,0,0,32,2,3,2,95,169,0.10344827586206896,1.0,0.5,0.1,0.1,1.0,0.5,0.1,0.1,1.0,0.1,0.05714285714285714,0.0,0.2,0.0,1.0,0.1,0.14285714285714285,0.08721422523285352,0.1,0.7
createCountsTracker,17,5,0,30,0,0,0,16,25,5,0,0,82,122,2,0,0,2,0,0,0,5,5,4,0,17,30,0.10526315789473684,0.5,0.25,1.0,1.0,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.4166666666666667,1.0,1.0
createCountsTracker,33,8,1,69,0,0,0,35,57,2,0,0,262,276,2,0,0,1,0,0,0,5,6,5,0,18,27,0.05714285714285714,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
readCharacter,0,0,0,1,0,0,0,0,1,0,0,0,3,3,14,2,1,6,3,0,0,14,7,5,1,47,31,1.5555555555555556,2.0,0.0,0.6666666666666666,0.0,2.0,0.0,0.6666666666666666,0.0,2.0,0.6666666666666666,2.0,0.0,0.6666666666666666,0.0,2.0,0.6666666666666666,2.111111111111111,0.0,0.6666666666666666,0.0
getEntityForm,13,4,0,10,1,0,0,14,2,1,0,0,33,61,15,5,1,26,2,0,0,20,3,2,0,61,140,0.6521739130434783,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,0.5,1.125,1.0,0.6666666666666666,0.3333333333333333
signFrameworks,13,0,1,16,2,0,0,14,15,5,0,0,52,105,14,3,1,13,3,0,0,14,6,2,0,48,79,0.5185185185185185,1.0,0.125,0.5,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.5,0.3,0.0,0.5,0.0,1.0,0.5,0.5555555555555556,0.0,1.0,0.0
isNavigationBlocked,25,4,1,21,5,1,0,27,11,4,0,1,81,128,2,0,1,2,0,0,0,3,2,0,0,12,21,0.07407407407407407,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
flushPersistentObjects,10,2,0,8,2,0,0,12,9,7,0,0,33,121,11,1,1,9,2,0,0,14,7,4,0,40,149,0.4782608695652174,1.0,0.8571428571428571,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.42857142857142855,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0
dummy,16,2,1,12,3,0,0,14,13,1,0,0,47,76,4,1,0,3,0,0,0,3,1,0,0,8,15,0.2,1.0,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.15384615384615385,0.1111111111111111,0.6666666666666666,0.6666666666666666
generateSingleCopyFilesBuildPhase,11,6,0,9,1,0,0,13,3,0,0,0,31,89,7,3,0,5,0,0,0,7,1,0,0,19,47,0.4117647058823529,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.25,0.0,0.3333333333333333,0.0
visitTagParse,10,0,0,4,0,0,1,10,6,3,0,0,20,60,9,1,1,4,1,0,0,9,7,4,0,29,66,0.21951219512195122,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
visitTagEliminateAllocation,10,0,0,4,0,0,1,10,6,3,0,0,20,60,27,8,1,14,4,0,0,24,11,4,0,77,132,0.6585365853658537,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.8805970149253731,0.5,0.5
createSymLinkSdks,0,0,1,2,0,0,0,2,2,0,0,0,8,23,10,4,1,8,1,0,0,11,5,0,0,32,80,0.9090909090909091,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.5,0.0,1.0,0.0
getVisibleFrozenColumnCount,0,0,0,3,0,0,0,1,2,1,0,0,6,8,13,2,1,3,3,0,0,10,4,2,1,35,15,1.0,1.0,1.0,0.75,0.25,1.0,0.0,0.25,0.0,1.0,0.25,0.8,0.0,0.75,0.0,1.0,0.75,0.75,0.0,0.75,0.0
createGrid,1,1,0,3,0,0,0,1,2,0,0,0,7,11,9,2,1,10,0,0,0,8,0,0,0,29,41,0.9,1.0,1.0,0.75,0.125,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.75,1.0384615384615385,0.0,1.0,0.0
addJarsToRoots,0,0,0,2,0,0,0,3,2,0,0,0,8,29,15,3,1,9,2,1,0,14,7,2,1,46,112,1.5,1.0,0.0,0.25,0.0,1.0,0.0,0.25,0.0,1.0,0.25,1.0,1.0,0.25,0.25,1.0,0.25,0.5833333333333334,0.0,0.25,0.0
fillWithScopeExpansion,22,7,0,18,3,4,0,31,25,15,0,1,104,168,13,0,1,5,3,0,0,12,11,7,0,45,80,0.37142857142857144,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.25,0.3684210526315789,0.26666666666666666,0.75,0.5,1.0,0.5,0.5,0.3364485981308411,0.5,0.75
resolveAndDownloadImpl,7,1,0,3,0,0,0,10,2,0,0,0,22,99,25,4,1,11,3,0,0,17,7,0,0,46,187,0.8064516129032258,1.0,1.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.5,4.2,1.0,0.8333333333333334,0.6666666666666666
movePanel,9,2,0,6,2,0,0,15,7,6,0,1,37,46,5,0,1,3,1,0,0,6,6,3,1,25,19,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.65,0.5,1.0
saveLocation,8,0,0,6,2,0,0,9,7,5,0,2,27,42,3,0,0,2,0,0,0,4,4,4,2,16,16,0.3,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,0.38095238095238093,1.0,1.0
getConnectionAddress,20,2,1,10,3,0,0,19,11,9,0,2,64,103,2,0,1,2,0,1,0,3,3,3,0,14,13,0.09090909090909091,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.23076923076923078,0.0,1.0,0.0,1.0,1.0,0.5,0.20754716981132076,1.0,1.0
"_testParamValidatedResourceNoParam",0,0,0,2,0,0,0,0,1,0,0,0,3,3,3,1,1,8,0,0,0,4,4,2,0,21,30,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0
"_testParamValidatedResourceParamProvided",0,0,0,2,0,0,0,0,1,0,0,0,3,3,3,1,1,9,0,0,0,4,4,2,0,24,34,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0
"_testPropertyValidatedResourceParamProvided",0,0,0,2,0,0,0,0,1,0,0,0,3,3,3,1,1,9,0,0,0,4,4,2,0,24,34,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0
"_testOldFashionedResourceNoParam",0,0,0,2,0,0,0,0,1,0,0,0,3,3,3,1,1,9,0,0,0,3,3,1,0,20,25,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,1.0
"_testPropertyValidatedResourceNoParam",0,0,0,2,0,0,0,0,1,0,0,0,3,3,3,1,1,8,0,0,0,4,4,2,0,21,30,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0
"_testFieldValidatedResourceNoParam",0,0,0,2,0,0,0,0,1,0,0,0,3,3,3,1,1,8,0,0,0,4,4,2,0,21,30,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0
"_testOldFashionedResourceParamProvided",0,0,0,2,0,0,0,0,1,0,0,0,3,3,3,1,1,9,0,0,0,4,4,2,0,24,36,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0
"_testFieldValidatedResourceParamProvided",0,0,0,2,0,0,0,0,1,0,0,0,3,3,3,1,1,9,0,0,0,4,4,2,0,24,34,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,0.0
postProcessMessage,43,11,1,24,5,1,0,44,11,6,0,5,118,204,62,3,1,56,12,0,1,69,20,13,0,196,546,0.6739130434782609,1.0,1.0,0.07692307692307693,0.07692307692307693,1.0,0.8,0.07692307692307693,0.3076923076923077,1.0,0.07692307692307693,1.0,1.0,0.15384615384615385,0.07692307692307693,1.0,0.07692307692307693,1.425531914893617,0.0,1.0,0.0
dispatchMessage,7,2,0,3,1,0,0,6,2,1,0,0,17,34,13,1,1,11,0,0,0,12,7,6,0,39,65,0.7222222222222222,1.0,1.0,0.5,0.25,1.0,1.0,0.5,0.25,1.0,0.5,0.875,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.75
setProtectionPassword,7,0,0,7,2,0,0,7,6,3,0,0,27,51,61,7,1,33,2,0,1,45,28,15,15,169,183,0.8970588235294118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
getAvailableRequests,12,1,0,9,3,0,0,12,4,3,0,0,29,48,17,4,1,9,3,0,0,19,1,1,0,43,62,0.7727272727272727,1.25,0.6666666666666666,0.4,0.4,1.0,0.0,0.2,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.25,0.4,0.5,0.21428571428571427,0.2,0.4
createExchange,0,0,0,1,0,0,0,2,1,0,0,0,5,18,4,2,1,2,0,1,0,6,1,0,0,16,44,1.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
readClassFromCamelResource,135,34,1,95,22,1,0,148,12,0,0,3,421,976,21,3,1,10,4,0,0,15,2,0,0,48,125,0.13636363636363635,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,0.0,0.2,0.0,1.0,0.8,0.3333333333333333,0.1262135922330097,0.2,1.0
readClassFromCamelResource,133,33,1,92,21,1,0,146,11,0,0,3,414,957,21,3,1,10,4,0,0,15,2,0,0,48,125,0.13815789473684212,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.5,0.0,0.2,0.0,1.0,0.8,0.3333333333333333,0.13,0.2,1.0
getFieldInitializerNullness,38,9,0,16,10,1,0,37,21,11,0,1,101,131,16,2,1,5,4,1,0,15,12,4,0,46,78,0.3333333333333333,6.0,0.0,0.8,0.0,2.0,0.5,0.4,0.2,1.0,0.2,1.0,0.6666666666666666,0.2,0.8,6.0,0.8,0.5833333333333334,0.0,1.0,0.0
statsForOneColumnFromProtoBuf,1,1,0,2,0,0,0,3,2,0,0,0,8,17,72,11,1,105,13,0,0,88,1,0,0,219,463,1.0,1.3333333333333333,1.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,1.0,0.0,0.1111111111111111,0.0,1.3333333333333333,0.4444444444444444,10.5,0.0,0.5555555555555556,0.0
protoBufStatsForOneColumn,0,0,0,2,0,0,0,2,1,0,0,0,5,15,49,8,1,97,1,0,1,64,11,6,0,188,241,1.0425531914893618,2.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.1111111111111111,1.0,1.0,0.1111111111111111,0.1111111111111111,3.0,0.3333333333333333,9.0,0.0,0.8888888888888888,0.0
customizeComponents,11,0,0,9,0,0,0,15,12,7,0,3,43,96,7,0,1,15,0,0,0,15,24,15,0,72,115,0.3888888888888889,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.35714285714285715,1.0,1.0
customizeComponents,11,0,0,9,0,0,0,15,12,7,0,3,43,96,7,0,1,15,0,0,0,15,24,15,0,72,115,0.3888888888888889,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.35714285714285715,1.0,1.0
createPlatformToolProvider,5,1,0,3,1,0,0,9,3,2,0,1,19,51,17,3,1,15,2,0,0,26,9,6,0,68,126,1.0,1.0,1.0,0.5454545454545454,0.45454545454545453,1.0,0.0,0.09090909090909091,0.0,1.0,0.2727272727272727,1.0,0.0,0.5454545454545454,0.0,1.0,0.5454545454545454,1.0,0.0,0.9090909090909091,0.0
clear,0,0,0,1,0,0,0,0,1,0,0,0,2,3,7,1,1,4,0,0,0,12,5,6,0,34,28,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
getAllPathsWork,8,0,1,7,1,0,0,7,5,3,0,0,22,78,5,1,0,4,0,0,0,6,3,2,0,16,33,0.7142857142857143,1.0,0.0,0.75,0.0,1.0,0.0,0.25,0.0,1.0,0.25,1.0,1.0,0.5,0.25,1.0,0.75,1.0,0.0,0.25,0.0
getTargetsAndDependencies,16,2,1,17,2,0,0,11,9,0,0,0,44,108,13,4,0,14,0,0,0,19,5,0,0,47,180,0.4482758620689655,1.0,1.0,0.4,0.2,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.2,0.0,1.0,0.4,1.3333333333333333,0.6666666666666666,1.0,0.4
findPsiFile,15,6,0,4,3,0,0,16,4,2,0,1,43,61,6,1,1,4,1,0,0,4,2,0,0,14,26,0.3,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0
createConfigurable,6,0,0,3,2,1,0,12,2,1,0,0,40,60,10,2,1,5,2,0,0,8,4,1,0,23,26,0.8333333333333334,1.0,0.09090909090909091,0.5,0.25,0.5,0.0,0.25,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.5,1.8,0.0,0.5,0.0
