Name_Ext_Mtd,Con_LOC,CON_LOCAL,CON_LITERAL,CON_INVOCATION,CON_IF,CON_CONDITIONAL,CON_SWITCH,CON_VAR_ACC,CON_TYPE_ACC,CON_FIELD_ACC,CON_ASSERT,CON_ASSIGN,CON_TYPED_ELE,CON_PACKAGE,LOC_Extracted_Method,Num_local,Num_Literal,Num_Invocation,Num_If,Num_Conditional,Num_Switch,Num_Var_Ac,Num_Type_Ac,Num_Field_Ac,Num_Assign,Num_Typed_Ele,Num_Package,ratio_LOC,Ratio_Variable_Access,Ratio_Variable_Access2,VarAc_Cohesion,VarAc_Cohesion2,Ratio_Field_Access,Ratio_Field_Access2,Field_Cohesion,Field_Cohesion2,Ratio_Invocation,Invocation_Cohesion,Ratio_Type_Access,Ratio_Type_Access2,TypeAc_Cohesion,TypeAc_Cohesion2,Ratio_Typed_Ele,TypedEle_Cohesion,Ratio_Package,Ratio_Package2,Package_Cohesion,Package_Cohesion2
registerSerializer,50,6,1,29,3,0,0,38,13,6,0,0,164,304,2,0,1,2,0,0,0,1,1,0,0,6,12,0.038461538461538464,0.09090909090909091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.2222222222222222,0.0,0.0,0.0
runTest,599,44,1,387,116,0,0,741,635,414,0,143,2475,2384,16,0,1,10,3,0,0,20,17,10,5,66,62,0.026016260162601626,0.3333333333333333,0.2,0.0,0.0,0.3333333333333333,0.037037037037037035,0.0,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,1.0,0.0,0.027777777777777776,0.018691588785046728,0.1,0.26666666666666666
rescueMembersAndInstantiateSuperInterfaces,25,8,0,13,5,0,0,29,12,6,1,2,77,106,6,0,1,5,1,0,0,7,5,3,0,28,23,0.1935483870967742,0.42857142857142855,0.4,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.0,0.4,0.0,1.0,0.0,1.0,0.0,0.32608695652173914,0.0,1.0,0.0
setSessionOption,1,0,0,1,0,0,0,1,1,0,0,0,3,8,9,2,1,5,0,0,0,5,4,0,0,20,36,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
pause,13,3,0,6,1,0,0,9,5,1,0,2,35,21,2,0,0,1,0,0,0,2,0,0,0,4,10,0.13333333333333333,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0
createNewWrapperCurrent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,8,5,6,1,25,32,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
getHTTPGetAction,24,10,1,14,4,1,0,26,5,0,0,1,76,110,3,0,0,2,0,0,0,4,0,0,0,6,12,0.1111111111111111,1.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.0,0.8333333333333334,0.0
output,5,1,1,2,1,0,0,3,0,0,0,0,10,18,6,1,1,6,1,0,0,5,3,2,1,20,25,0.5454545454545454,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,0.625,0.16666666666666666,1.0
terminate,9,0,0,4,0,0,0,8,3,3,0,1,22,37,4,0,1,3,0,0,0,3,3,3,0,15,15,0.3076923076923077,0.6,0.0,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.375,0.0,1.0,0.0
createUser,18,5,1,12,1,0,0,14,3,2,0,3,54,75,3,0,0,5,0,0,0,4,0,0,0,9,20,0.14285714285714285,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.4,0.0,0.0
prepareWorkItemWithTaskVariables,24,5,1,37,0,0,0,30,16,6,0,0,115,172,2,0,1,2,0,0,0,1,1,0,0,5,8,0.07692307692307693,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.3,0.1,0.0,0.0
testTaskWithExpectedDescription,12,1,1,27,0,0,0,17,13,3,0,0,70,91,14,4,1,12,0,0,0,14,4,3,0,53,90,0.5384615384615384,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
classForName,25,3,0,8,5,0,0,16,6,0,0,2,50,80,2,0,0,1,0,0,0,1,1,0,0,3,9,0.07407407407407407,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.0,1.0,0.0
classForName,25,3,0,8,5,0,0,15,6,0,0,1,48,80,2,0,0,1,0,0,0,2,1,0,1,5,9,0.07407407407407407,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
isUpdate,2,1,0,3,0,0,0,7,6,3,0,0,19,45,13,4,1,15,2,1,0,13,12,8,0,65,79,0.8666666666666667,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.75,0.0,1.0
fieldInitializer,16,4,1,15,4,1,0,18,6,2,0,0,56,104,2,0,1,1,0,0,0,1,2,1,0,5,9,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285,0.0,1.0,1.0,0.0,1.0,0.06896551724137931,0.5,1.0
isOrdered,6,0,0,3,0,0,0,1,2,0,0,0,12,17,4,0,1,2,1,0,0,5,1,0,0,11,13,0.4,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.4117647058823529,0.0,1.0,0.0
isOrdered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,5,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
getOperatorFunctionModifier,16,2,1,13,3,0,0,23,7,4,1,3,59,111,2,1,0,1,0,0,0,1,0,0,0,3,9,0.1111111111111111,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07692307692307693,0.07407407407407407,0.5,0.75
checkRequest,4,0,0,2,1,0,0,4,2,1,0,0,9,24,2,0,0,1,0,0,0,2,1,0,0,5,15,0.3333333333333333,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,0.35714285714285715,0.0,1.0,0.0
migration,50,14,1,38,5,1,0,51,5,3,0,3,141,238,8,2,1,9,0,0,0,10,2,1,0,27,48,0.13793103448275862,0.5,0.25,0.125,0.125,0.25,0.0,0.125,0.0,1.0,0.125,0.5,0.2,0.125,0.25,1.0,0.125,0.358974358974359,0.25,0.375,0.125
getErrorMessage,27,6,1,18,6,0,0,29,8,0,0,2,84,140,2,0,1,1,0,0,0,1,1,0,0,4,9,0.06896551724137931,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.175,0.0,0.0,0.0
sdkInitialize,25,1,1,18,2,0,0,14,22,9,0,3,75,94,1,0,0,1,0,0,0,0,0,0,0,1,2,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,0.07692307692307693,0.10526315789473684,0.0,0.46153846153846156,0.0
craftIntent,9,4,1,4,0,0,0,11,6,3,0,1,36,40,4,0,1,5,0,0,0,6,1,1,0,17,32,0.3076923076923077,1.0,0.6,0.0,0.5555555555555556,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,0.5,0.0,0.2222222222222222,0.0,1.0,0.0,0.8333333333333334,0.0,0.0,0.0
getUTXOs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,6,3,0,0,14,11,9,1,53,93,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0
getCandidateDirInTier,23,8,0,17,4,1,0,28,5,3,0,3,69,112,5,0,0,2,1,0,0,6,0,0,2,11,10,0.17857142857142858,0.5,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0
initializeGeneralGlobals,12,0,1,12,0,0,0,24,24,24,0,0,72,132,15,0,1,15,0,0,0,28,28,28,0,100,156,0.5555555555555556,1.0,0.5384615384615384,0.02702702702702703,1.0,1.0,0.5384615384615384,0.02702702702702703,1.0,1.0,0.02702702702702703,1.0,0.5555555555555556,0.02702702702702703,1.0,1.0,0.02702702702702703,1.0,0.5662650602409639,0.02702702702702703,1.0
initializeNashornGlobals,15,0,1,16,0,0,0,30,30,30,0,0,91,167,12,0,1,11,0,0,0,22,22,22,0,77,121,0.4444444444444444,1.0,0.4230769230769231,0.0,0.5,1.0,0.4230769230769231,0.0,0.5,1.0,0.0,1.0,0.4074074074074074,0.0,1.0,1.0,0.0,1.0,0.42718446601941745,0.0,1.0
launchTask,2,1,0,1,0,0,0,5,1,0,0,0,8,32,3,0,0,2,0,0,0,4,2,1,0,10,22,0.6,1.0,0.0,0.25,0.0,1.0,0.0,0.25,0.0,1.0,0.25,0.6666666666666666,0.0,0.75,0.0,1.0,0.25,1.0,0.0,0.25,0.0
matchOverflow,100,6,0,9,19,3,0,185,111,116,0,37,579,354,2,0,1,1,0,0,0,3,3,2,1,13,9,0.0196078431372549,0.25,0.0,0.25,0.0,0.1111111111111111,0.0,0.5,0.0,0.5,0.0,0.02830188679245283,0.0,0.75,0.0,0.5,0.0,0.026392961876832845,0.0,0.75,0.0
printNotifyInsert,375,100,1,392,54,0,0,477,106,144,0,14,1505,2385,2,0,1,1,0,0,0,1,0,0,0,3,6,0.005305039787798408,0.029411764705882353,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.005080440304826418,0.0,0.7,0.0
createCountsTracker,16,5,0,28,0,0,0,20,28,11,0,0,90,143,3,0,1,4,0,0,0,2,3,0,0,10,11,0.15789473684210525,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.2,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0
createCountsTracker,32,8,1,63,0,0,0,37,55,6,0,0,247,272,3,0,1,6,0,0,0,2,6,0,0,27,22,0.08571428571428572,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.125,0.0,0.0,1.0,0.0,0.14285714285714285,0.125,0.0,0.0
readCharacter,7,1,0,3,2,0,0,5,3,2,0,0,14,13,2,0,1,1,0,0,0,1,1,0,0,4,4,0.2222222222222222,0.25,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0
getEntityForm,21,8,0,30,2,0,0,24,3,2,0,0,70,155,2,0,0,3,0,0,0,4,1,1,0,10,16,0.08695652173913043,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.125,0.0,0.6666666666666666,0.0
privacyStringForValue,27,0,1,21,5,0,1,26,15,13,0,0,86,161,4,0,1,4,0,0,0,4,2,2,0,13,26,0.12903225806451613,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.16,0.12698412698412698,1.0,1.0
signFrameworks,23,3,1,24,4,0,0,22,17,6,0,0,78,149,4,0,1,4,1,0,0,3,3,1,0,15,23,0.14814814814814814,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.5,0.15,0.0,0.5,0.0,1.0,0.5,0.2222222222222222,0.0,1.0,0.0
flushPersistentObjects,21,4,0,17,4,0,0,25,15,12,0,0,69,228,2,0,1,2,0,0,0,2,1,0,0,7,16,0.08695652173913043,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.07142857142857142,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
dummy,18,3,1,15,3,0,0,17,12,2,0,0,55,84,2,0,1,2,0,0,0,1,1,0,0,5,7,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11538461538461539,0.0,0.6666666666666666
generateSingleCopyFilesBuildPhase,7,3,0,5,1,0,0,6,2,0,0,0,16,36,10,5,1,8,0,0,0,10,1,0,0,28,62,0.5882352941176471,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.0,0.631578947368421,0.5,0.0,0.3333333333333333
visitTagParse,26,6,1,10,2,0,1,21,15,8,0,0,59,125,15,3,1,9,3,0,0,15,5,2,0,46,79,0.36585365853658536,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6567164179104478,0.0,1.0
visitTagEliminateAllocation,34,8,1,16,5,0,1,30,15,7,0,0,85,160,7,1,1,3,0,0,0,6,5,3,0,22,45,0.17073170731707318,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
createGrid,7,3,1,8,0,0,0,6,1,0,0,0,24,33,3,0,1,4,0,0,0,2,0,0,0,9,8,0.3,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.125,0.23076923076923078,0.0,1.0,0.0
addJarsToRoots,1,1,0,1,0,0,0,1,1,0,0,0,4,11,9,2,1,9,2,1,0,11,6,2,1,38,58,0.9,1.0,0.0,0.25,0.0,1.0,0.0,0.25,0.0,1.0,0.25,1.0,1.0,0.25,0.25,1.0,0.25,0.8333333333333334,0.0,0.25,0.0
fillWithScopeExpansion,33,5,0,18,6,3,0,33,35,24,0,2,120,177,2,0,0,2,0,1,0,4,2,1,0,11,24,0.05714285714285714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06666666666666667,0.05263157894736842,0.5,0.75,1.0,0.0,0.07476635514018691,0.0,0.75,0.0
resolveAndDownloadImpl,23,4,0,10,3,0,0,15,7,0,0,0,43,155,8,0,0,3,0,0,0,5,1,0,0,15,48,0.25806451612903225,1.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
movePanel,7,1,0,3,2,0,0,7,3,3,0,1,19,25,3,1,1,4,0,0,0,7,6,4,0,27,23,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.6666666666666666,0.5,0.5
saveLocation,8,0,0,5,2,0,0,10,7,7,0,3,27,39,2,0,0,1,0,0,0,2,1,1,1,6,8,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.2222222222222222,0.19047619047619047,0.0,1.0
getConnectionAddress,20,2,1,10,3,1,0,22,12,12,0,2,71,109,2,0,0,1,0,0,0,0,1,0,0,3,3,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07692307692307693,0.0,1.0,0.0,1.0,0.0,0.05660377358490566,0.0,1.0,0.0
"_testParamValidatedResourceNoParam",1,1,1,7,0,0,0,2,2,2,0,0,15,18,2,0,1,2,0,0,0,1,2,0,0,6,7,0.6666666666666666,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0
"_testParamValidatedResourceParamProvided",1,1,1,8,0,0,0,2,2,2,0,0,18,22,2,0,1,2,0,0,0,1,2,0,0,6,7,0.6666666666666666,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0
"_testPropertyValidatedResourceParamProvided",1,1,1,8,0,0,0,2,2,2,0,0,18,22,2,0,1,2,0,0,0,1,2,0,0,6,7,0.6666666666666666,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0
"_testOldFashionedResourceNoParam",1,1,1,7,0,0,0,1,1,1,0,0,13,13,2,0,1,3,0,0,0,1,2,0,0,7,7,0.6666666666666666,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0
"_testPropertyValidatedResourceNoParam",1,1,1,7,0,0,0,2,2,2,0,0,15,18,2,0,1,2,0,0,0,1,2,0,0,6,7,0.6666666666666666,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0
"_testFieldValidatedResourceNoParam",1,1,1,7,0,0,0,2,2,2,0,0,15,18,2,0,1,2,0,0,0,1,2,0,0,6,7,0.6666666666666666,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0
"_testOldFashionedResourceParamProvided",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,10,0,0,0,3,4,2,0,24,31,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0
"_testFieldValidatedResourceParamProvided",1,1,1,8,0,0,0,2,2,2,0,0,18,22,2,0,1,2,0,0,0,1,2,0,0,6,7,0.6666666666666666,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0
setProtectionPassword,65,7,1,35,4,0,1,50,31,18,0,15,170,214,3,0,1,4,0,0,0,0,2,0,0,10,10,0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.0,1.0,0.0,1.0,1.0,0.0759493670886076,0.0,1.0,0.0
getAvailableRequests,10,2,0,3,2,0,0,8,3,2,0,0,25,31,12,1,1,4,3,0,0,14,2,2,1,29,38,0.5454545454545454,1.0,0.5,0.0,0.4,1.0,0.5,0.2,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.6428571428571429,0.0,0.4
createExchange,1,0,0,2,0,0,0,3,1,0,0,0,7,21,2,1,0,1,0,0,0,1,0,0,0,3,9,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
readClassFromCamelResource,140,34,1,93,23,1,0,149,12,0,0,3,427,977,12,2,1,4,1,0,0,7,0,0,0,17,37,0.07894736842105263,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,0.0,0.2,0.0
getFieldInitializerNullness,46,9,0,17,12,1,0,37,21,9,0,3,109,122,2,0,0,1,0,0,0,2,1,0,0,4,9,0.041666666666666664,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.4,0.0,1.0,0.0,0.08333333333333333,0.0,1.0,0.0
statsForOneColumnFromProtoBuf,70,12,1,101,13,0,0,85,2,0,0,0,214,287,2,0,0,3,0,0,0,2,0,0,0,5,6,0.027777777777777776,0.2,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0
customizeComponents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,23,0,0,0,30,35,22,3,121,212,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
customizeComponents,6,0,0,2,0,0,0,6,3,2,0,1,15,32,12,0,1,21,0,0,0,24,32,20,2,103,179,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,0.7589285714285714,1.0,1.0
createPlatformToolProvider,2,2,0,1,0,0,0,1,1,0,0,0,6,12,15,1,1,14,2,0,0,25,8,6,0,61,112,0.8823529411764706,1.0,1.0,0.5454545454545454,0.2727272727272727,1.0,0.0,0.09090909090909091,0.0,1.0,0.2727272727272727,1.0,0.0,0.09090909090909091,0.0,1.0,0.5454545454545454,1.0,0.9152542372881356,0.36363636363636365,0.9090909090909091
clear,5,1,0,3,0,0,0,10,4,5,0,0,24,22,2,0,0,1,0,0,0,2,1,1,0,6,6,0.2857142857142857,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0
getAllPathsWork,5,1,0,4,1,0,0,4,2,1,0,0,11,28,2,0,0,2,0,0,0,3,1,1,0,7,18,0.2857142857142857,1.0,0.5,0.25,0.25,1.0,0.0,0.25,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.42857142857142855,0.0,0.75,0.0
getTargetsAndDependencies,27,5,1,27,2,0,0,22,10,0,0,1,75,174,2,0,0,1,0,0,0,2,1,0,0,5,17,0.06896551724137931,0.3333333333333333,0.08333333333333333,0.4,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.2,0.0,1.0,0.0,0.14285714285714285,0.0,1.0,0.0
findPsiFile,8,3,0,5,2,0,0,6,2,0,0,0,21,34,12,4,1,2,2,0,0,12,3,2,1,31,36,0.6,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7142857142857143,0.0,0.6666666666666666
checkInterfaceModifiers,12,2,0,10,4,0,0,15,7,4,0,0,38,61,2,1,0,1,0,0,0,1,1,0,0,4,7,0.14285714285714285,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.05,0.0,1.0,0.0
handleExcludeMethods,57,20,1,50,9,2,0,75,19,4,0,4,201,363,2,0,0,2,0,0,0,2,1,0,1,6,7,0.03389830508474576,0.3333333333333333,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.06779661016949153,0.0,1.0,0.0
handleMethodPermissions,4,1,0,3,1,0,0,3,1,0,0,0,11,22,55,19,1,49,8,2,0,74,19,4,5,199,348,0.9322033898305084,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9574468085106383,1.0,1.0
initTimeMap,7,1,1,22,0,0,0,12,17,0,0,0,109,265,2,0,1,1,0,0,0,1,0,0,0,4,9,0.2222222222222222,0.07692307692307693,0.0,0.875,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.125,0.04081632653061224,0.027522935779816515,1.0,1.0
toByteArray,49,8,1,17,3,0,0,44,10,9,0,3,120,143,2,0,0,1,0,0,0,1,0,0,0,3,7,0.0392156862745098,0.1111111111111111,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.2,0.0,0.2,0.0
formatCSV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,0,0,7,21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
formatCSV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,0,0,7,21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
isSubtype,28,5,0,16,8,1,0,15,7,0,0,0,63,81,2,0,0,2,0,0,0,1,2,0,0,6,10,0.06666666666666667,0.14285714285714285,0.0,0.625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isSubtype,12,2,0,15,3,0,0,21,6,9,0,0,58,73,4,0,1,1,1,0,0,0,1,0,0,4,3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
parseTransactions,4,0,0,0,1,0,0,3,2,3,0,1,6,7,19,3,1,7,1,0,0,30,14,21,9,82,69,0.8260869565217391,1.0,1.0,0.1,0.2,1.0,0.0,0.2,0.0,1.0,0.1,1.0,0.8461538461538461,0.1,0.8,1.0,0.1,1.0,0.8888888888888888,0.2,0.9
showItemPopupOptionsMenu,10,4,0,14,1,0,0,15,6,4,0,0,44,67,3,0,0,4,0,0,0,2,1,1,0,7,5,0.23076923076923078,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.375,0.0,0.0,0.0
showItemPopupOptionsMenu,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40,8,1,36,2,0,0,36,17,8,1,126,179,0.975609756097561,1.0,1.0,0.4444444444444444,0.4444444444444444,1.0,1.0,0.1111111111111111,0.0,1.0,0.3333333333333333,1.0,0.0,0.2222222222222222,0.0,1.0,0.2222222222222222,1.0,1.0,0.5555555555555556,0.0
closeOpenStatements,22,1,1,9,4,0,0,22,21,21,0,2,61,94,10,1,1,3,1,0,0,7,2,1,0,21,15,0.3125,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.09523809523809523,0.0,1.0,0.0,1.0,0.5,0.28,0.11764705882352941,1.0,1.0
invokeMethod,1,1,0,2,0,0,0,2,0,1,0,0,5,8,2,0,0,6,0,1,0,4,2,2,0,13,12,0.6666666666666666,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.8571428571428571,0.5,1.0
