Name_Ext_Mtd,Con_LOC,CON_LOCAL,CON_LITERAL,CON_INVOCATION,CON_IF,CON_CONDITIONAL,CON_SWITCH,CON_VAR_ACC,CON_TYPE_ACC,CON_FIELD_ACC,CON_ASSERT,CON_ASSIGN,CON_TYPED_ELE,CON_PACKAGE,LOC_Extracted_Method,Num_local,Num_Literal,Num_Invocation,Num_If,Num_Conditional,Num_Switch,Num_Var_Ac,Num_Type_Ac,Num_Field_Ac,Num_Assign,Num_Typed_Ele,Num_Package,ratio_LOC,Ratio_Variable_Access,Ratio_Variable_Access2,VarAc_Cohesion,VarAc_Cohesion2,Ratio_Field_Access,Ratio_Field_Access2,Field_Cohesion,Field_Cohesion2,Ratio_Invocation,Invocation_Cohesion,Ratio_Type_Access,Ratio_Type_Access2,TypeAc_Cohesion,TypeAc_Cohesion2,Ratio_Typed_Ele,TypedEle_Cohesion,Ratio_Package,Ratio_Package2,Package_Cohesion,Package_Cohesion2
testOfArrayAsElement,4,0,0,10,0,0,0,5,10,5,0,0,25,30,7,3,1,2,0,0,0,4,1,0,0,17,18,0.6363636363636364,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.7333333333333333,0.0,1.0,0.0
test2d,5,0,1,18,0,0,0,6,18,6,0,0,68,63,8,4,1,2,0,0,0,6,0,0,0,16,26,0.6153846153846154,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.38095238095238093,0.34615384615384615,1.0,1.0
testCovariantLambda,5,0,1,18,0,0,0,6,18,6,0,0,68,63,7,3,1,2,0,0,0,5,0,0,0,13,22,0.5833333333333334,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.34615384615384615,0.0,1.0,0.0
testCovariant,5,0,1,18,0,0,0,6,18,6,0,0,68,63,7,3,1,2,0,0,0,5,0,0,0,13,22,0.5833333333333334,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.34615384615384615,0.0,1.0,0.0
testGeneric,5,0,1,18,0,0,0,6,18,6,0,0,68,63,8,4,1,3,0,0,0,6,1,0,0,17,38,0.6153846153846154,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6153846153846154,0.0,1.0,0.0
testTypeMismatch,5,0,1,18,0,0,0,6,18,6,0,0,68,63,8,2,1,2,1,0,0,5,1,0,0,14,28,0.6153846153846154,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.34615384615384615,0.0,1.0,0.0
test,5,0,1,18,0,0,0,6,18,6,0,0,68,63,7,3,0,2,0,0,0,5,0,0,0,11,21,0.5833333333333334,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.34615384615384615,0.0,1.0,0.0
testMerge,7,0,1,24,0,0,0,8,24,8,0,0,80,132,8,2,0,3,1,0,0,6,1,0,0,15,49,0.5333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0
testPut,7,0,1,24,0,0,0,8,24,8,0,0,80,132,8,2,0,4,1,0,0,6,0,0,0,14,42,0.5333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
test,7,0,1,24,0,0,0,8,24,8,0,0,80,132,8,2,1,2,1,0,0,5,0,0,0,14,41,0.5333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
testSupplier,7,0,1,24,0,0,0,8,24,8,0,0,80,132,8,2,0,3,1,0,0,6,0,0,0,13,40,0.5333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
countInRange3,4,0,0,10,0,0,0,5,10,5,0,0,60,20,5,3,1,4,0,0,0,3,1,0,0,22,15,0.5555555555555556,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.25,1.0,1.0,0.25,0.25
countInRange2,4,0,0,10,0,0,0,5,10,5,0,0,60,20,4,2,1,4,0,0,0,3,1,0,0,20,15,0.5,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333
countInRange4,4,0,0,10,0,0,0,5,10,5,0,0,60,20,4,2,1,4,0,0,0,3,1,0,0,20,15,0.5,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333
g,4,2,1,3,0,0,0,3,1,0,0,0,13,28,4,0,1,5,0,0,0,3,2,0,0,16,35,0.5,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
saveNow,18,3,1,18,0,0,0,23,8,2,0,0,59,124,4,1,0,3,0,0,0,3,1,0,0,8,15,0.18181818181818182,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6153846153846154,0.0,1.0,0.0
saveNow,18,3,1,18,0,0,0,23,8,2,0,0,59,124,4,1,0,3,0,0,0,3,1,0,0,8,15,0.18181818181818182,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6153846153846154,0.0,1.0,0.0
getLastCollapsedBeforePosition,22,5,0,9,5,0,0,26,6,1,0,3,63,93,53,10,1,8,9,0,0,53,5,1,5,137,108,0.7066666666666667,1.0,1.0,0.3333333333333333,0.5555555555555556,0.5,0.0,0.1111111111111111,0.0,1.0,0.2222222222222222,0.5555555555555556,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
getPreferredSize,9,1,0,13,0,0,0,10,10,8,0,0,34,56,5,2,0,7,0,0,0,9,7,5,1,33,35,0.35714285714285715,1.0,1.0,0.5,0.25,1.0,1.0,0.25,0.25,1.0,0.25,1.0,0.35714285714285715,0.25,0.75,1.0,0.5,1.0,0.6842105263157895,0.25,1.0
flushCachedChars,76,22,0,46,11,0,0,154,21,22,0,15,293,431,5,0,0,4,0,0,0,8,4,4,0,20,40,0.06172839506172839,1.0,0.0,0.25,0.0,1.0,0.0,0.25,0.0,1.0,0.25,0.2,0.0,1.0,0.0,1.0,0.25,0.11267605633802817,0.0,1.0,0.0
setFont,76,22,0,46,11,0,0,154,21,22,0,15,293,431,6,0,1,3,1,0,0,4,4,2,0,17,33,0.07317073170731707,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
validateSize,9,1,0,13,0,0,0,10,10,8,0,0,34,56,20,3,1,21,3,0,0,18,21,13,1,91,107,0.6896551724137931,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6538461538461539,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.6354166666666666,0.6666666666666666,1.0
validateSize,39,5,0,28,6,0,0,54,24,15,0,1,129,242,20,3,1,21,3,0,0,18,21,13,1,91,107,0.3389830508474576,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.425,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
paintSegmentHighlightersBorderAndAfterEndOfLine,39,5,0,28,6,0,0,54,24,15,0,1,129,242,19,7,1,9,2,0,0,30,8,6,2,79,89,0.3275862068965517,1.0,1.0,0.375,0.25,1.0,0.6666666666666666,0.125,0.25,1.0,0.125,0.25806451612903225,0.0,0.875,0.0,1.0,0.375,0.5,0.33727810650887574,0.125,0.875
drawTabbedString,6,3,0,4,1,0,0,25,4,8,0,0,44,163,47,10,1,27,7,0,0,94,12,3,4,186,460,0.8867924528301887,1.0,1.0,0.5,0.5,1.0,0.0,0.16666666666666666,0.0,1.0,0.3333333333333333,1.0,0.75,0.16666666666666666,0.5,1.0,0.5,0.0,0.0,0.0,0.0
getBackroundColor,39,5,0,28,6,0,0,54,24,15,0,1,129,242,13,2,1,3,3,1,0,12,8,6,1,38,43,0.25,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,0.16666666666666666,1.0,0.17857142857142858,0.16666666666666666,0.6666666666666666,1.0,0.5,0.15827338129496402,0.15671641791044777,1.0,0.6666666666666666
paintRightMargin,39,5,0,28,6,0,0,54,24,15,0,1,129,242,10,2,1,6,2,0,0,25,7,11,0,55,80,0.20408163265306123,1.0,1.0,0.25,0.5,1.0,1.0,0.5,0.25,1.0,0.25,1.0,0.17857142857142858,0.25,0.75,1.0,0.25,0.5,0.20567375886524822,0.25,1.0
paintRectangularSelection,39,5,0,28,6,0,0,54,24,15,0,1,129,242,20,7,1,14,2,0,0,37,10,12,4,86,87,0.3389830508474576,1.0,1.0,0.2727272727272727,0.2727272727272727,1.0,1.0,0.09090909090909091,0.09090909090909091,1.0,0.09090909090909091,1.0,1.0,0.18181818181818182,0.09090909090909091,1.0,0.2727272727272727,0.5454545454545454,0.2328767123287671,0.18181818181818182,0.6363636363636364
paintBackgrounds,39,5,0,28,6,0,0,54,24,15,0,1,129,242,67,17,1,44,10,0,0,133,16,25,11,273,368,0.6320754716981132,1.0,1.0,0.11764705882352941,0.23529411764705882,1.0,1.0,0.058823529411764705,0.17647058823529413,1.0,0.058823529411764705,1.0,0.39473684210526316,0.058823529411764705,0.5882352941176471,1.0,0.11764705882352941,0.8,0.582089552238806,0.17647058823529413,0.9411764705882353
paintLineMarkersSeparators,39,5,0,28,6,0,0,54,24,15,0,1,129,242,9,3,1,2,1,0,0,10,1,0,0,23,40,0.1875,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.043478260869565216,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
runMouseExitedCommand,5,1,0,7,1,0,0,8,7,3,0,0,26,44,10,3,1,6,1,0,0,12,4,2,0,35,51,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,0.6153846153846154,0.3333333333333333,1.0
getVisibleLineCount,5,2,0,3,0,0,0,7,5,3,0,2,26,18,4,1,1,5,0,0,0,3,3,1,1,18,15,0.4444444444444444,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.625,0.0,0.6666666666666666,0.0
getSizeWithoutCaret,3,2,0,7,0,0,0,9,7,5,0,1,28,35,10,2,1,9,2,0,0,11,8,6,0,43,45,0.7692307692307693,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.25,1.0,0.5,0.6363636363636364,0.0,1.0,0.0,1.0,0.5,0.6136363636363636,0.5925925925925926,1.0,1.0
getComponentName,7,2,1,4,0,0,0,18,4,1,0,4,38,80,22,2,1,6,7,6,0,26,1,0,0,103,141,0.7586206896551724,1.0,1.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.2,0.25,0.0,0.2,0.0,1.0,0.4,0.0,0.0,0.0,0.0
update,14,5,1,7,2,9,0,34,8,1,0,1,129,125,54,9,1,13,12,0,0,65,15,10,14,190,243,0.7941176470588235,1.0,1.0,0.14285714285714285,0.2857142857142857,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,1.0,0.631578947368421,0.14285714285714285,0.2857142857142857,1.0,0.14285714285714285,1.0,0.0,0.14285714285714285,0.0
getDefinition,1,1,1,2,0,0,0,5,2,0,0,0,15,33,21,5,1,3,3,0,0,33,5,6,2,89,112,0.9545454545454546,1.0,1.0,0.25,0.25,1.0,1.0,0.25,0.25,1.0,0.25,0.8333333333333334,0.0,0.5,0.0,1.0,0.25,0.0,0.0,0.0,0.0
getItemCountImpl,7,2,1,4,0,0,0,18,4,1,0,4,38,80,6,1,1,2,0,0,0,8,2,0,2,22,45,0.46153846153846156,0.45454545454545453,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.4,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
getComponentName,7,2,1,4,0,0,0,18,4,1,0,4,38,80,22,2,1,6,7,6,0,26,1,0,0,103,141,0.7586206896551724,1.0,1.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.2,0.25,0.0,0.2,0.0,1.0,0.4,0.0,0.0,0.0,0.0
update,14,5,1,7,2,9,0,34,8,1,0,1,129,125,54,9,1,13,12,0,0,65,15,10,14,190,243,0.7941176470588235,1.0,1.0,0.14285714285714285,0.2857142857142857,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,1.0,0.631578947368421,0.14285714285714285,0.2857142857142857,1.0,0.14285714285714285,1.0,0.0,0.14285714285714285,0.0
getDefinition,1,1,1,2,0,0,0,5,2,0,0,0,15,33,21,5,1,3,3,0,0,33,5,6,2,89,112,0.9545454545454546,1.0,1.0,0.25,0.25,1.0,1.0,0.25,0.25,1.0,0.25,0.8333333333333334,0.0,0.5,0.0,1.0,0.25,0.0,0.0,0.0,0.0
getItemCountImpl,7,2,1,4,0,0,0,18,4,1,0,4,38,80,6,1,1,2,0,0,0,8,2,0,2,22,45,0.46153846153846156,0.45454545454545453,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.4,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
toArray,5,2,0,3,0,0,0,12,6,5,0,1,28,14,4,1,1,1,0,0,0,5,4,3,0,17,19,0.4444444444444444,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.5555555555555556,0.0,1.0,0.0
ensureCapacity,6,0,1,2,1,0,0,16,10,8,0,1,46,12,12,3,1,1,2,0,0,16,7,7,2,47,29,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.4166666666666667,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0
ensureCapacity,5,2,0,3,0,0,0,12,6,5,0,1,28,14,12,3,1,1,2,0,0,16,7,7,2,47,29,0.7058823529411765,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.625,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.4444444444444444,0.2,0.3333333333333333,0.3333333333333333
newMethod,6,2,1,1,1,0,0,6,1,0,0,1,16,10,11,1,1,1,2,0,0,6,0,0,2,19,30,0.6470588235294118,0.6666666666666666,0.6666666666666666,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0
newMethod,27,9,1,17,4,1,0,28,2,4,0,0,76,82,7,2,0,3,1,0,0,7,0,2,0,15,26,0.20588235294117646,1.0,0.75,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.0,0.3333333333333333,0.0
assertMethodAndParameterAnnotationsValues,16,4,1,25,0,0,0,22,20,7,0,0,94,126,11,4,1,12,0,0,0,14,2,0,0,34,80,0.4074074074074074,1.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,1.0,0.1,0.3333333333333333,0.0,0.1,0.0,1.0,0.2,0.0,0.0,0.0,0.0
runCompletion,8,3,0,3,1,0,0,6,3,1,0,0,17,32,4,1,1,3,0,1,0,5,4,3,0,17,18,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0.0,1.0,0.0
findClassAtCaret,7,4,1,11,0,0,0,6,3,0,0,0,26,35,6,2,1,5,0,0,0,7,2,2,0,20,25,0.46153846153846156,1.0,1.0,0.4,0.2,1.0,0.0,0.2,0.0,1.0,0.2,1.0,0.0,0.2,0.0,1.0,0.4,1.0,0.4864864864864865,0.2,1.0
getQuickFix,4,1,1,7,0,0,0,5,1,3,0,0,20,15,10,3,1,1,1,0,0,6,1,1,1,14,22,0.7142857142857143,1.0,1.0,0.5,0.25,0.25,0.0,0.25,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.5,1.0,1.0,0.5,0.5
getQuickFix,16,4,1,11,1,0,0,12,3,2,0,0,41,68,10,3,1,1,1,0,0,6,1,1,1,14,22,0.38461538461538464,1.0,0.5,0.25,0.25,0.5,0.0,0.25,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.25,1.0,0.2857142857142857,0.5,0.5
findNewExpression,3,2,1,3,0,0,0,4,1,0,0,0,21,29,11,2,1,3,2,0,0,9,2,0,1,23,38,0.7857142857142857,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
findMethodCall,3,2,1,3,0,0,0,4,1,0,0,0,21,29,11,2,1,3,2,0,0,9,2,0,1,23,38,0.7857142857142857,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
createNewExpression,3,2,1,7,0,0,0,3,2,0,0,0,19,25,5,2,1,3,0,0,0,4,1,0,0,21,31,0.625,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.25,0.5652173913043478,0.0,1.0,0.0
doTest,4,1,1,7,0,0,0,4,3,2,0,0,18,19,15,2,1,10,1,0,0,9,1,2,0,40,66,0.7894736842105263,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.5,1.0,0.8095238095238095,0.25,1.0
performAction,3,1,1,4,0,0,0,2,1,0,0,0,18,19,4,2,0,5,0,0,0,3,3,1,0,13,15,0.5714285714285714,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0
guessContainerElementTypes,4,1,1,6,0,0,0,4,2,1,0,0,19,19,8,4,1,11,0,0,0,6,2,0,0,25,22,0.6666666666666666,1.0,1.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,1.0,0.0,0.14285714285714285,0.0,1.0,0.2857142857142857,0.7692307692307693,0.0,0.8571428571428571,0.0
guessContainerElementTypes,4,1,1,6,0,0,0,4,2,1,0,0,19,19,8,4,1,11,0,0,0,6,2,0,0,25,22,0.6666666666666666,1.0,1.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,1.0,0.0,0.14285714285714285,0.0,1.0,0.2857142857142857,0.7692307692307693,0.0,0.8571428571428571,0.0
guessExprTypes,3,1,1,6,0,0,0,3,3,1,0,0,15,14,6,3,0,12,0,0,0,4,2,0,0,21,12,0.6666666666666666,1.0,1.0,0.4,0.2,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0,0.2,0.0,1.0,0.4,1.0,0.6666666666666666,0.2,0.6
performAction,3,1,1,4,0,0,0,2,1,0,0,0,17,18,6,1,0,19,0,0,0,2,2,0,0,24,10,0.6666666666666666,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,0.0,0.2,0.0,1.0,0.8,1.0,1.0,0.6,0.2
getReference,6,3,1,9,0,0,0,10,2,0,0,0,30,53,8,2,1,7,0,0,0,9,0,5,0,42,50,0.5714285714285714,1.0,0.0,0.7142857142857143,0.0,1.0,0.0,0.7142857142857143,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.75,0.0,0.7142857142857143,0.0
getReference,3,2,1,7,0,0,0,7,2,0,0,0,21,43,8,2,1,7,0,0,0,9,0,5,0,42,50,0.7272727272727273,1.0,0.0,0.7142857142857143,0.0,1.0,0.0,0.7142857142857143,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.8571428571428571,0.0,0.7142857142857143,0.0
setUpDataClasses,4,0,1,7,0,0,0,6,7,5,0,3,24,24,7,3,1,14,0,0,0,10,7,5,0,45,61,0.6363636363636364,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,0.0,0.6666666666666666,0.0
setupCustomAnnotations,4,1,1,4,0,0,0,4,1,2,0,1,19,13,4,0,1,5,0,0,0,3,1,3,0,13,18,0.5,0.6,0.0,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.8888888888888888,0.3333333333333333,1.0
setUpEntryPoint,9,5,1,8,0,0,0,13,5,0,0,0,39,99,7,2,1,3,0,0,0,7,0,0,0,18,42,0.4375,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.5,0.425531914893617,0.0,1.0,0.0
getFunctionalExpressionsForElementUnderCaret,4,2,1,12,0,0,0,4,3,2,0,0,31,35,6,2,1,5,0,0,0,6,3,2,0,18,27,0.6,1.0,0.5,0.4,0.2,1.0,0.5,0.2,0.2,1.0,0.2,1.0,0.0,0.2,0.0,1.0,0.4,1.0,0.6896551724137931,0.2,1.0
getHierarchyForElementUnderCaret,11,3,1,17,1,0,0,8,4,2,0,0,51,54,6,2,1,5,0,0,0,6,3,2,0,18,27,0.35294117647058826,1.0,0.5,0.4,0.2,0.5,0.0,0.2,0.0,1.0,0.2,1.0,0.0,0.2,0.0,1.0,0.4,1.0,0.5128205128205128,0.2,1.0
doTestDependenciesTrees,8,4,1,10,0,0,0,9,4,2,0,1,54,57,14,4,1,8,0,0,0,14,5,2,0,35,68,0.6363636363636364,1.0,1.0,0.25,0.5,1.0,0.0,0.5,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.25,1.0,0.8461538461538461,0.25,0.5
doTestDependenciesTrees,9,2,1,8,0,0,0,11,5,5,0,3,52,63,14,4,1,8,0,0,0,14,5,2,0,35,68,0.6086956521739131,1.0,1.0,0.25,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.25,1.0,0.8461538461538461,0.25,0.5
createEmptyModule,15,5,1,18,1,0,0,19,12,3,0,0,56,89,4,1,0,2,0,0,0,3,2,1,0,10,17,0.21052631578947367,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,0.6666666666666666
createJUnitConfiguration,8,3,1,12,0,0,0,11,8,4,0,0,43,70,4,1,1,3,0,0,0,7,1,1,0,15,44,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.6,0.3333333333333333,1.0
removeClassPath,26,3,1,36,0,0,0,32,6,0,0,8,102,137,4,1,1,4,0,0,0,9,0,0,1,18,51,0.13333333333333333,1.0,0.38461538461538464,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.10144927536231885,0.0,1.0,0.0
doExpand,37,3,0,38,1,0,0,29,59,16,0,0,202,188,14,5,1,11,0,0,0,20,11,7,0,61,94,0.27450980392156865,1.0,1.0,0.5,0.25,1.0,0.0,0.25,0.0,1.0,0.125,1.0,0.0,0.375,0.0,1.0,0.5,1.0,1.0,1.0,0.875
doExpand,20,0,0,34,0,0,0,0,47,0,0,0,164,189,14,5,1,11,0,0,0,20,11,7,0,61,94,0.4117647058823529,1.0,1.0,0.125,0.5,1.0,0.0,0.25,0.0,1.0,0.125,1.0,0.0,0.375,0.0,1.0,0.125,1.0,1.0,1.0,0.875
createRunManager,4,0,0,3,0,0,0,12,10,11,0,4,30,47,6,2,0,6,0,0,0,7,4,1,0,21,37,0.6,1.0,1.0,0.6,0.2,1.0,0.0,0.2,0.0,1.0,0.2,1.0,0.0,0.2,0.0,1.0,0.6,1.0,0.0,0.4,0.0
createSourceDir,13,6,1,10,0,0,0,19,8,6,0,2,57,84,4,1,1,2,0,0,0,5,4,2,0,17,32,0.23529411764705882,1.0,0.5,0.3333333333333333,0.6666666666666666,0.5,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,0.38235294117647056,0.6666666666666666,1.0
compareDirs,13,6,1,10,0,0,0,19,8,6,0,2,57,84,14,3,1,12,2,0,0,15,3,1,0,42,74,0.5185185185185185,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.4166666666666667,0.2857142857142857,0.3333333333333333,1.0
createBuilder,11,4,1,11,1,0,0,12,3,1,0,0,34,54,4,1,1,2,0,0,0,3,1,0,0,8,15,0.26666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.125,0.0,0.3333333333333333,0.0
