Name_Ext_Mtd,Con_LOC,CON_LOCAL,CON_LITERAL,CON_INVOCATION,CON_IF,CON_CONDITIONAL,CON_SWITCH,CON_VAR_ACC,CON_TYPE_ACC,CON_FIELD_ACC,CON_ASSERT,CON_ASSIGN,CON_TYPED_ELE,CON_PACKAGE,LOC_Extracted_Method,Num_local,Num_Literal,Num_Invocation,Num_If,Num_Conditional,Num_Switch,Num_Var_Ac,Num_Type_Ac,Num_Field_Ac,Num_Assign,Num_Typed_Ele,Num_Package,ratio_LOC,Ratio_Variable_Access,Ratio_Variable_Access2,VarAc_Cohesion,VarAc_Cohesion2,Ratio_Field_Access,Ratio_Field_Access2,Field_Cohesion,Field_Cohesion2,Ratio_Invocation,Invocation_Cohesion,Ratio_Type_Access,Ratio_Type_Access2,TypeAc_Cohesion,TypeAc_Cohesion2,Ratio_Typed_Ele,TypedEle_Cohesion,Ratio_Package,Ratio_Package2,Package_Cohesion,Package_Cohesion2
getArg,16,4,0,12,2,1,0,20,5,2,0,1,52,85,2,0,0,1,0,0,0,2,0,0,0,3,9,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
findOperand,4,0,0,1,1,0,0,2,1,0,0,0,9,8,10,4,1,5,1,0,0,8,0,0,0,21,39,0.7142857142857143,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.75,0.6666666666666666,0.6666666666666666
findOperand,2,2,0,2,0,0,0,2,0,0,0,0,6,17,13,2,1,5,2,0,0,12,0,0,0,25,46,0.8666666666666667,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.8333333333333334,0.7857142857142857,0.6666666666666666,0.6666666666666666
getTopLevelRef,39,6,1,10,9,0,0,26,10,4,0,2,86,102,5,0,1,1,1,0,0,3,0,0,1,8,7,0.11363636363636363,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0
getTopLevelRef,56,13,0,18,12,0,0,43,8,2,0,1,114,163,4,1,0,3,0,0,0,3,1,0,0,8,14,0.06666666666666667,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2777777777777778,0.0,0.0,0.0
createDialog,24,9,1,21,1,1,0,35,11,5,1,0,97,179,2,0,0,1,0,0,0,3,0,0,0,4,9,0.07692307692307693,0.5,0.2,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13043478260869565,0.0,0.8571428571428571,0.0
createPureCheckBox,19,5,1,15,1,0,0,25,6,1,1,0,62,117,4,3,1,2,0,1,0,5,0,0,0,18,17,0.17391304347826086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.2222222222222222,0.0,0.25
getTargetMethod,23,9,0,17,2,2,0,29,9,1,1,0,85,123,2,0,0,3,0,0,0,3,1,0,0,7,12,0.08,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.375,0.17647058823529413,0.0,0.0
clearUsedParameters,12,6,0,6,1,0,0,16,1,0,0,1,43,59,11,2,1,4,2,0,0,9,3,0,0,23,39,0.4782608695652174,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.2727272727272727,0.0,0.0,0.0
createQuickFix,45,13,1,30,6,1,0,40,13,2,0,1,123,227,3,1,0,2,0,1,0,6,1,0,0,13,21,0.0625,1.0,0.6666666666666666,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.25,0.24,0.0,1.0,0.0
getInitializers,31,14,1,18,5,0,0,31,9,2,0,0,90,118,23,4,1,12,6,0,0,20,5,1,0,62,82,0.42592592592592593,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
wrapInBlock,40,16,1,36,6,0,0,61,12,4,0,3,190,269,2,0,1,5,0,0,0,7,1,0,1,22,32,0.047619047619047616,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.12962962962962962,0.0,1.0,0.0
tryExtractMapExpression,48,18,1,46,8,0,0,71,15,4,0,4,219,305,4,2,1,5,0,0,0,9,0,0,0,32,34,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4375,0.0,0.0,0.0
addTerminalOperation,85,29,1,64,18,2,0,120,33,9,0,5,340,486,2,0,0,1,0,0,0,1,0,0,0,2,2,0.022988505747126436,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
makeMethodHierarchyVoid,24,9,0,12,3,0,0,28,9,4,0,2,75,105,2,0,0,2,0,0,0,5,0,0,1,10,10,0.07692307692307693,1.0,0.5,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.25,0.0,0.5714285714285714,0.0
getSelectedPackage,45,15,0,22,6,2,0,55,15,15,0,2,155,205,7,1,1,4,0,0,0,6,4,2,1,26,38,0.1346153846153846,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0
createTreePopupActions,9,1,0,11,0,0,0,11,7,2,0,0,35,45,5,0,1,4,0,0,0,4,3,0,0,12,25,0.35714285714285715,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.31666666666666665,0.0,0.75
setLanguageLevel,30,8,1,20,5,0,0,26,9,0,0,0,79,225,6,1,1,3,1,0,0,4,1,0,0,12,30,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.3157894736842105,0.16483516483516483,0.0,1.0
hackAwayEmptyPackage,10,4,0,8,2,0,0,13,4,0,0,0,36,120,4,0,1,1,1,0,0,2,0,0,0,5,5,0.2857142857142857,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
calculateState,64,13,1,29,14,0,0,66,31,27,0,10,197,201,2,0,1,3,0,0,0,3,1,1,0,8,11,0.030303030303030304,0.5,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.42857142857142855,0.0,0.0
replaceIcon,20,5,0,13,5,0,0,25,9,4,0,0,64,147,10,1,1,4,2,0,0,10,2,0,0,21,40,0.3333333333333333,1.0,0.75,0.2,0.2,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.2,0.0,1.0,0.2,1.0,0.37777777777777777,0.2,1.0
createJavaFileFromClipboardContent,50,11,1,21,8,1,0,35,13,1,0,1,116,127,2,0,1,2,0,0,0,3,0,0,1,8,9,0.038461538461538464,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11594202898550725,0.0,0.5,0.0
createJavaFileFromClipboardContent,3,2,0,3,0,0,0,5,2,1,0,0,17,20,10,2,1,6,2,1,0,10,6,2,0,40,40,0.7692307692307693,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.25,1.0,0.6,0.75,0.5
isPackageEmpty,15,5,0,6,3,0,0,20,1,0,0,0,42,111,7,2,0,3,1,0,0,11,2,0,0,19,81,0.3181818181818182,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.14285714285714285,0.0,1.0,0.0,0.6363636363636364,0.0,0.0,0.0
getSelectedDirectories,37,12,1,29,5,3,0,35,10,1,0,1,116,166,2,0,0,1,0,0,0,2,1,1,0,4,6,0.05128205128205128,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
processElementsWithName,35,7,1,26,7,2,0,30,10,2,0,1,104,189,2,0,1,1,0,0,0,2,0,0,1,5,5,0.05405405405405406,0.3333333333333333,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0
scanPackages,25,6,0,8,5,0,0,26,5,3,0,2,56,141,2,0,0,3,0,0,0,2,1,0,0,7,6,0.07407407407407407,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
printOrdered,16,8,1,9,0,0,0,15,7,3,0,0,47,113,2,0,0,1,0,0,0,2,1,1,0,4,7,0.1111111111111111,1.0,0.25,0.3333333333333333,0.3333333333333333,0.25,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.25,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.25,0.0,0.3333333333333333,0.0
load,23,8,1,8,2,0,0,17,3,1,0,1,48,109,4,0,1,3,0,0,0,3,3,2,0,11,20,0.14814814814814814,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.26666666666666666,0.2,0.4
collectJavaFiles,26,6,1,16,2,0,0,14,6,0,2,0,72,115,32,8,1,21,4,0,0,36,8,2,1,95,130,0.5517241379310345,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
createCommandLine,16,3,1,8,2,0,0,17,10,7,0,0,47,76,2,0,0,1,0,0,0,1,1,0,0,3,5,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
setupExeParams,29,7,1,23,5,2,0,35,15,10,0,2,123,187,6,0,1,5,1,0,0,8,3,4,0,29,31,0.17142857142857143,1.0,0.0,0.125,0.0,0.6666666666666666,0.0,0.125,0.0,1.0,0.125,1.0,0.0,0.125,0.0,1.0,0.125,0.057971014492753624,0.0,0.75,0.0
appendParameters,23,5,1,21,4,1,0,24,2,0,0,0,72,127,9,3,1,9,1,2,0,13,3,0,2,39,39,0.28125,1.0,0.6,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0
doGetRangeAffectingIndent,22,2,0,13,5,0,0,20,7,3,0,1,54,99,12,2,1,8,2,0,0,8,1,0,0,24,44,0.35294117647058826,1.0,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.5,0.2727272727272727,0.3333333333333333,1.0
getTextRangeForMethod,32,10,1,15,5,1,0,28,3,0,0,2,78,175,2,0,0,2,0,0,0,2,0,0,0,4,9,0.058823529411764705,1.0,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.08108108108108109,0.075,0.5,0.5
checkSubscription,42,9,1,30,8,0,0,35,15,4,0,2,122,173,2,1,0,2,0,0,0,1,2,0,0,8,13,0.045454545454545456,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.25,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.2222222222222222,0.05263157894736842,0.6666666666666666,0.3333333333333333
extractRootPath,9,1,1,8,1,0,0,12,5,1,1,1,37,47,3,1,1,3,0,0,0,4,2,1,0,13,23,0.25,0.5,0.3333333333333333,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0
getFileSystem,21,4,1,11,3,0,0,18,9,3,0,3,63,108,6,2,1,3,1,0,0,4,2,1,0,18,28,0.2222222222222222,1.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6666666666666666
getModuleNode,30,5,0,23,6,1,0,48,23,14,0,2,120,287,7,0,0,4,1,0,0,7,3,1,0,17,41,0.1891891891891892,0.5,0.0,0.2222222222222222,0.0,0.5,0.0,0.2222222222222222,0.0,1.0,0.1111111111111111,0.11538461538461539,0.0,0.7777777777777778,0.0,1.0,0.1111111111111111,0.17647058823529413,0.0,0.5555555555555556,0.0
getFileScopeType,12,3,0,6,2,0,0,15,7,7,0,1,39,63,11,0,1,9,3,0,0,16,10,6,0,48,97,0.4782608695652174,1.0,0.75,0.3333333333333333,0.0,1.0,0.7142857142857143,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6428571428571429,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.6741573033707865,0.0,1.0
getAssignedReference,22,3,0,3,5,0,0,16,7,0,0,1,53,45,8,1,1,2,2,0,0,5,1,0,0,17,15,0.26666666666666666,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
getStrategyProvider,30,6,0,17,5,1,0,42,15,9,0,3,101,305,2,0,0,1,0,0,0,2,0,0,1,4,19,0.0625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.09183673469387756,0.0,0.4,0.0
createCodeBlockBlock,22,6,0,15,3,0,0,31,11,1,0,4,76,287,4,0,1,2,0,0,0,3,1,0,0,10,17,0.15384615384615385,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1111111111111111,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.0
getBraceStyle,4,0,0,2,1,0,0,6,5,3,0,0,18,11,12,1,1,5,3,0,0,13,10,7,0,43,44,0.75,1.0,1.0,0.5,0.75,1.0,1.0,0.75,0.25,1.0,0.25,1.0,1.0,0.75,0.25,1.0,0.5,1.0,0.0,0.25,0.0
getDefaultSubtreeIndent,76,12,1,34,20,0,0,130,37,11,0,0,273,843,2,1,0,1,0,0,0,2,1,0,0,5,14,0.02564102564102564,1.0,0.25,0.1,0.2,0.0,0.0,0.0,0.0,1.0,0.1,0.125,0.0,0.2,0.0,1.0,0.1,0.013123359580052493,0.0,0.9,0.0
getJavaIndentOptions,2,0,0,1,0,0,0,3,0,0,0,0,4,13,48,10,1,19,11,0,0,110,20,7,0,204,794,0.96,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0
splitMethodCallOnChunksByDots,15,3,0,7,3,0,0,14,2,1,0,1,37,88,21,6,1,8,3,0,0,26,6,3,4,68,98,0.5833333333333334,1.0,0.3333333333333333,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9310344827586207,0.0,0.0
canStickJavaTokens,31,10,0,20,5,0,0,42,18,9,0,1,117,215,3,0,0,1,0,0,0,5,0,0,2,9,8,0.08823529411764706,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.15,0.0,0.16666666666666666,0.0
init,58,5,0,33,15,0,0,80,65,55,0,17,250,321,2,0,0,1,0,0,0,2,0,0,1,4,5,0.03333333333333333,0.2222222222222222,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0
calculateReservedAlignments,6,1,0,4,1,1,0,9,5,5,0,1,25,26,11,2,1,6,1,1,0,12,9,11,5,52,50,0.6470588235294118,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,1.0,0.6730769230769231,0.0,1.0
getClassesLanguageLevel,37,12,1,23,7,2,0,38,18,8,0,0,122,169,5,1,1,3,1,0,0,6,1,0,0,14,28,0.11904761904761904,1.0,0.5,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
getSubpackagesList,14,3,0,9,1,0,0,19,8,5,0,1,48,122,7,2,1,4,1,0,0,5,4,1,0,20,32,0.3333333333333333,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.36363636363636365,0.0,0.75,0.0,1.0,0.0,0.25806451612903225,0.23076923076923078,0.75,0.75
getClassesList,20,5,0,14,2,0,0,23,12,6,0,1,65,149,2,0,0,1,0,0,0,1,1,0,0,4,7,0.09090909090909091,0.25,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.0,0.6,0.0,1.0,0.0,0.057692307692307696,0.0,0.6,0.0
formatCommentsInner,31,9,0,26,5,0,0,44,10,2,1,4,119,210,2,0,0,1,0,0,0,4,1,0,1,7,19,0.06060606060606061,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.125,1.0,0.0,0.125,0.0,1.0,0.125,0.14285714285714285,0.0,0.875,0.0
calcOffset,21,8,1,16,2,0,0,31,6,6,0,0,79,104,2,0,0,2,0,0,0,2,0,0,0,4,9,0.08695652173913043,0.5,0.1111111111111111,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.10843373493975904,0.0,1.0,0.0
toArray,90,13,1,50,20,1,0,96,16,11,1,6,253,511,2,0,1,1,0,0,0,1,0,0,0,3,3,0.021739130434782608,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
getElementsCommentInfo,29,6,0,16,7,0,0,33,8,1,0,2,82,137,2,0,0,1,0,0,0,2,0,0,0,3,6,0.06451612903225806,0.2,0.07142857142857142,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.15,0.0,0.3333333333333333,0.0
getClassReferenceToShorten,24,5,0,15,6,0,0,24,5,1,0,0,62,145,5,0,1,1,1,0,0,4,2,0,0,9,17,0.1724137931034483,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.2,0.0,1.0,0.2,0.0,0.0,0.0,0.0
processViaPsi,24,8,0,7,4,0,0,25,2,1,0,1,48,152,6,0,0,2,1,0,0,9,2,0,2,15,57,0.2,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
injectVariousStuffEverywhere,210,46,1,136,36,0,0,197,62,5,1,9,633,995,3,0,1,2,0,0,0,2,1,0,0,11,15,0.014084507042253521,0.0625,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.5,0.0,0.08333333333333333,0.0,1.0,0.08333333333333333,0.09523809523809523,0.0,0.3333333333333333,0.0
restoreFromStubIndex,18,3,1,10,4,0,0,18,6,0,1,0,51,93,2,0,0,1,0,0,0,2,0,0,1,4,8,0.1,1.0,0.3333333333333333,0.2,0.4,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.2,0.18181818181818182,0.0,0.8,0.0
translateFlags,28,9,0,20,5,1,0,38,11,3,0,2,94,189,5,1,0,3,1,1,0,6,3,2,1,15,28,0.15151515151515152,1.0,0.14285714285714285,0.0,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.17073170731707318,0.0,0.0
readMembers,18,9,0,9,1,0,0,27,6,3,0,0,60,127,2,0,0,2,0,0,0,5,2,0,0,9,36,0.1,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.2,0.0,1.0,0.2,1.0,0.0,0.2,0.0
writeNameComponents,2,1,0,2,0,0,0,4,2,1,0,0,9,14,13,3,0,5,1,0,0,16,4,1,0,30,69,0.8666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8666666666666667,0.0,1.0
checkFlags,12,3,0,2,2,0,0,21,6,5,0,2,39,92,4,0,1,1,1,0,0,3,2,2,0,10,21,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.20689655172413793,0.0,0.5
resolveUnqualified,4,0,0,1,1,0,0,3,1,1,0,0,5,11,9,2,1,3,1,0,0,18,3,3,1,36,69,0.6923076923076923,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.8536585365853658,0.8,1.0,1.0
createClassFromTemplate,41,11,1,21,7,0,0,41,13,5,0,1,113,245,2,0,1,2,0,0,0,5,1,0,1,10,16,0.046511627906976744,1.0,0.3333333333333333,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.25,0.2727272727272727,0.2631578947368421,0.5,0.25
validateAndCommitData,35,9,1,28,6,0,0,50,28,21,0,1,141,223,3,0,1,3,0,0,0,2,4,1,0,11,14,0.07894736842105263,0.16666666666666666,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.0,0.2857142857142857,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
determineUsageSubstitutor,29,12,0,20,3,0,0,38,11,8,2,0,93,132,2,0,0,1,0,0,0,6,0,0,1,10,9,0.06451612903225806,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0
detectRemovedParameters,32,10,0,20,3,0,0,36,12,6,0,1,97,133,2,0,0,1,0,0,0,3,1,0,0,6,9,0.058823529411764705,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.25,0.0,1.0,0.0,0.3,0.0,0.0,0.0
findSimpleUsagesWithoutParameters,34,11,0,25,5,0,0,50,20,6,0,0,121,310,45,8,1,30,14,0,0,63,23,8,0,153,347,0.569620253164557,1.0,1.0,0.125,0.125,1.0,1.0,0.125,0.125,1.0,0.125,1.0,0.5,0.125,0.125,1.0,0.125,1.0,1.0,0.125,0.125
detectLocalsCollisionsInMethod,70,19,0,50,14,0,0,86,24,9,0,0,221,442,41,5,1,26,14,0,0,59,21,8,0,139,321,0.36936936936936937,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4444444444444444,0.0,0.4,1.0,0.0,1.0,0.8333333333333334,0.0,0.0
buildTypeParameterReplacements,37,10,0,25,6,1,0,37,34,15,0,0,120,178,2,0,0,1,0,0,0,1,1,0,0,4,7,0.05128205128205128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.045454545454545456,0.0,0.6666666666666666,0.0,1.0,0.0,0.08333333333333333,0.029411764705882353,0.0,1.0
prepareTypeParameterReplacement,48,12,0,28,8,1,0,44,37,18,0,1,141,223,3,1,0,2,0,0,0,3,3,1,0,12,21,0.058823529411764705,0.5,0.2,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.8,0.0,1.0,0.0,0.16666666666666666,0.09195402298850575,0.0,1.0
getQualifiedName,22,5,1,26,2,0,0,35,34,25,0,2,126,176,4,0,1,1,1,0,0,3,0,0,1,7,9,0.15384615384615385,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.12903225806451613,0.0625,1.0,0.3333333333333333
validateData,32,5,1,16,8,0,0,29,25,15,0,2,96,111,5,0,0,4,1,0,0,6,3,1,1,17,22,0.13513513513513514,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.5,0.3333333333333333,0.5,0.05555555555555555,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.32432432432432434,0.0,0.3333333333333333,0.0
getCannotRefactorMessage,39,6,1,22,10,0,0,26,13,1,0,1,91,155,2,0,1,3,0,0,0,3,4,0,0,12,28,0.04878048780487805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
alreadyMigratedToEnum,60,16,1,34,14,1,0,64,43,30,0,1,212,244,7,3,1,4,1,0,0,9,3,2,0,27,29,0.1044776119402985,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.06666666666666667,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.10900473933649289,0.3333333333333333,0.6666666666666666
updateTargetClass,40,8,1,35,0,0,0,61,33,34,0,13,183,243,2,0,0,2,0,0,0,1,1,1,0,5,5,0.047619047619047616,0.16666666666666666,0.0,0.15384615384615385,0.0,0.16666666666666666,0.0,0.15384615384615385,0.0,1.0,0.07692307692307693,0.045454545454545456,0.0,0.7692307692307693,0.0,1.0,0.07692307692307693,0.09523809523809523,0.02857142857142857,0.5384615384615384,1.0
isFieldInitializerNeeded,36,9,1,30,5,0,0,44,23,19,0,2,116,186,5,1,1,3,1,0,0,3,1,0,0,16,11,0.12195121951219512,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.25,1.0,0.06015037593984962,0.25,0.75
objectUpcastedUsages,34,8,1,21,7,0,0,28,11,3,0,0,86,183,2,0,1,1,0,0,0,0,0,0,0,2,0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
